OriginRegion,DestinationRegion,EventName,ProjectName,IndustryCode,IndustryDescription,ImpactType,Output,Employment,WageAndSalaryEmployment,ProprietorEmployment,EmployeeCompensation,ProprietorIncome,TaxesOnProductionAndImports,OtherPropertyIncome,TagName
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,153,Synthetic dye and pigment manufacturing,Total,87.869585098,0.000120386,0.000118410,0.000001976,10.776428200,0.996807116,1.464139076,11.661020075,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,154,Other basic inorganic chemical manufacturing,Total,345.386798001,0.000356021,0.000342070,0.000013950,36.597391662,6.709781660,6.235546794,72.467155757,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,155,Other basic organic chemical manufacturing,Total,"1,175.515555045",0.000544965,0.000518941,0.000026024,71.830277787,2.960743632,17.779621982,182.870901479,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,156,Plastics material and resin manufacturing,Total,"1,246.014602845",0.000795277,0.000771003,0.000024275,80.683610825,2.227132585,21.144918682,129.155264175,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,157,Synthetic rubber manufacturing,Total,4.370643303,0.000004857,0.000004658,0.000000199,0.637169199,0.013457689,0.075942267,0.718392686,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,158,Artificial and synthetic fibers and filaments manufacturing,Total,0.214852653,0.000000266,0.000000261,0.000000005,0.027802499,0.000875891,0.003267596,0.032633802,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,159,Nitrogenous fertilizer manufacturing,Total,46.665940593,0.000023405,0.000023405,0.000000000,2.468000499,0.000000000,1.013365970,13.046405405,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,161,Fertilizer mixing,Total,315.166900216,0.000411476,0.000403380,0.000008096,42.578385068,0.453459522,2.793449253,27.082295007,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,163,Medicinal and botanical manufacturing,Total,9.439435562,0.000014596,0.000014387,0.000000208,1.077819224,0.016253492,0.133003541,1.229279436,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,164,Pharmaceutical preparation manufacturing,Total,115.489977416,0.000110574,0.000105916,0.000004657,9.377741257,0.118930130,4.794360602,24.749158691,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,167,Paint and coating manufacturing,Total,"10,307.136830311",0.010969180,0.010819154,0.000150025,"1,058.657434945",26.478779511,160.951772991,"2,000.175806263",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,168,Adhesive manufacturing,Total,100.749136092,0.000137061,0.000134145,0.000002916,11.481061453,0.445658595,1.458959630,15.892710084,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,169,Soap and other detergent manufacturing,Total,999.326711118,0.000633205,0.000581954,0.000051252,113.726854839,3.444115810,12.586881784,337.426458149,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,170,Polish and other sanitation good manufacturing,Total,"1,027.688713239",0.001913910,0.001865864,0.000048046,143.562136346,3.575983615,20.562277777,255.005243727,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,171,Surface active agent manufacturing,Total,22.408885036,0.000017476,0.000017197,0.000000279,1.088017215,0.070923205,0.452977740,5.655034523,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,172,Toilet preparation manufacturing,Total,1.983424147,0.000001784,0.000001748,0.000000036,0.216953644,0.000501842,0.031200982,0.748209021,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,173,Printing ink manufacturing,Total,8.981961074,0.000019539,0.000018962,0.000000577,1.186628865,0.025161335,0.143253886,0.475817846,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,175,Custom compounding of purchased resins,Total,734.591089231,0.001050024,0.001033813,0.000016211,87.346407222,1.957145759,9.451098653,84.005393604,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,177,Other miscellaneous chemical product manufacturing,Total,669.223480516,0.000850289,0.000832809,0.000017481,79.883004931,1.473472711,11.247678316,90.799832115,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,178,Plastics packaging materials and unlaminated film and sheet manufacturing,Total,449.256122901,0.000860752,0.000847026,0.000013726,69.587743672,0.099534480,3.493248404,38.509186382,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,179,Unlaminated plastics profile shape manufacturing,Total,541.254246199,0.000852959,0.000829614,0.000023344,95.892934001,1.019305348,2.594697681,52.190168052,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,180,Plastics pipe and pipe fitting manufacturing,Total,"1,638.611941748",0.001937679,0.001919960,0.000017719,181.571804162,1.745417007,16.152869371,369.626122267,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,181,"Laminated plastics plate, sheet (except packaging), and shape manufacturing",Total,"2,244.261761077",0.006056441,0.005958813,0.000097628,442.771149609,1.191730216,15.706231155,297.717988748,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,182,Polystyrene foam product manufacturing,Total,161.942287545,0.000296560,0.000292415,0.000004145,28.445490207,0.982923982,1.059151367,14.450953705,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,183,Urethane and other foam product (except polystyrene) manufacturing,Total,579.859715779,0.001149860,0.001135789,0.000014071,86.928751082,3.267128934,4.238709932,61.283220320,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,184,Plastics bottle manufacturing,Total,"1,082.014758527",0.002076183,0.002049837,0.000026346,167.614674673,0.327537472,7.258325199,100.450215123,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,185,Other plastics product manufacturing,Total,"9,545.142106747",0.026896522,0.026582926,0.000313596,"1,849.943541406",4.309493249,70.068566885,666.763607756,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,186,Tire manufacturing,Total,"8,399.647264716",0.019097656,0.018684481,0.000413175,"1,933.156586603",2.188423118,175.575055399,674.882958598,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,187,Rubber and plastics hoses and belting manufacturing,Total,"1,697.000447281",0.004332585,0.004298254,0.000034331,378.800561375,1.234238423,12.781765761,213.004425311,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,188,Other rubber product manufacturing,Total,366.542487824,0.001114120,0.001101643,0.000012477,82.911938102,0.215396600,2.972206013,25.236501665,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,189,"Pottery, ceramics, and plumbing fixture manufacturing",Total,449.097369339,0.001707132,0.001671748,0.000035384,118.027442695,0.315507870,5.197511771,51.231113001,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,190,"Brick, tile, and other structural clay product manufacturing",Total,"2,603.527004255",0.007491017,0.007222131,0.000268886,671.250593650,1.165144461,33.181821937,452.856209304,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,191,Flat glass manufacturing,Total,183.299540936,0.000433862,0.000417695,0.000016168,35.828126251,0.172475194,2.307785185,37.930200565,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,192,Other pressed and blown glass and glassware manufacturing,Total,812.698207421,0.002287878,0.002201399,0.000086479,205.928364097,0.353599397,8.630230760,138.029862452,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,193,Glass container manufacturing,Total,406.351910814,0.000996359,0.000949494,0.000046865,102.974711724,0.543077209,5.546398735,82.909165370,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,194,Glass product manufacturing made of purchased glass,Total,453.400152781,0.001248601,0.001216077,0.000032524,96.540983523,0.190844880,3.939845800,46.094555539,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,195,Cement manufacturing,Total,"2,209.984396941",0.003280323,0.003123491,0.000156833,319.590284950,0.125221469,28.713412164,523.076516463,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,197,Concrete block and brick manufacturing,Total,"1,195.453545817",0.002843910,0.002787449,0.000056461,261.625226664,2.407263213,16.863846180,228.755094616,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,198,Concrete pipe manufacturing,Total,39.828215383,0.000105450,0.000103501,0.000001949,8.511030458,0.013398879,0.678325261,8.051346295,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,200,Lime manufacturing,Total,605.643426727,0.000966848,0.000934630,0.000032217,94.111139423,0.814344047,9.970386202,158.409737751,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,201,Gypsum product manufacturing,Total,"3,439.278472047",0.004397298,0.004250415,0.000146884,420.634304481,0.764913576,39.040169894,720.298398054,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,203,Cut stone and stone product manufacturing,Total,"1,737.306499590",0.008153462,0.008008277,0.000145186,551.725122502,3.808398314,18.438382697,135.574992550,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,205,Mineral wool manufacturing,Total,"1,768.457543170",0.002106005,0.001960258,0.000145746,352.827860615,2.158653663,16.400216164,560.173824516,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,206,Miscellaneous nonmetallic mineral products manufacturing,Total,108.840392965,0.000218628,0.000206616,0.000012013,20.164043905,0.011237083,1.505198092,21.945118911,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,207,Iron and steel mills and ferroalloy manufacturing,Total,"8,227.342868349",0.004132884,0.004086011,0.000046873,527.213971194,44.705798878,76.019456453,532.267024909,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,208,"Iron, steel pipe and tube manufacturing from purchased steel",Total,727.821646694,0.000837456,0.000833142,0.000004313,64.857567283,9.590903842,5.472557027,32.390166968,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,209,Rolled steel shape manufacturing,Total,850.389404933,0.000617527,0.000611064,0.000006463,59.161976925,3.238455018,8.954959907,111.501118212,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,210,Steel wire drawing,Total,23.698888790,0.000036000,0.000035761,0.000000239,2.204232747,0.124553494,0.187767574,1.085841854,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,215,Nonferrous metal (exc aluminum) smelting and refining,Total,"1,787.898525703",0.000721649,0.000716961,0.000004688,89.123870278,9.451300539,13.524776259,204.800614709,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,216,"Copper rolling, drawing, extruding and alloying",Total,409.154935504,0.000222638,0.000221859,0.000000778,21.079492169,3.380989447,3.128281987,19.271139139,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,218,Secondary processing of other nonferrous metals,Total,299.818257468,0.000289230,0.000287231,0.000001999,32.761487505,0.535669117,2.176598016,26.668004640,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,219,Ferrous metal foundries,Total,117.086050744,0.000278462,0.000276205,0.000002257,30.566031841,4.214684097,0.934004965,9.861892209,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,220,Nonferrous metal foundries,Total,558.674476592,0.001937212,0.001921467,0.000015745,156.480649730,10.454915791,4.188061229,31.180608522,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,222,"Metal crown, closure, and other metal stamping (except automotive)",Total,"1,609.314115459",0.004914625,0.004688632,0.000225994,357.507237246,22.291568468,10.078963554,205.469835688,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,223,Iron and steel forging,Total,"3,739.438545733",0.008873158,0.008463767,0.000409392,632.182974748,30.125341945,32.486349177,477.524587543,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,224,Nonferrous forging,Total,606.871019948,0.001322300,0.001191217,0.000131083,120.727491245,75.982638745,2.579266997,10.063967233,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,225,"Cutlery, utensil, pot, and pan manufacturing",Total,929.364841947,0.001409219,0.001382905,0.000026314,119.166618657,1.997874418,8.834813592,274.779172779,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,226,Handtool manufacturing,Total,561.369417878,0.001654317,0.001572741,0.000081576,130.866455913,2.181709886,4.471077383,80.636202543,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,227,Prefabricated metal buildings and components manufacturing,Total,352.421490003,0.000721424,0.000695529,0.000025895,55.793725815,5.249625715,2.971683245,27.353688927,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,228,Fabricated structural metal manufacturing,Total,"1,454.618135049",0.003084879,0.002995570,0.000089309,231.882547716,2.979196126,13.850523026,149.484334046,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,229,Plate work manufacturing,Total,863.114208582,0.002807501,0.002708522,0.000098979,224.749889776,3.175991128,8.980161970,66.120377828,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,230,Metal window and door manufacturing,Total,"1,673.844273524",0.004691892,0.004520454,0.000171437,440.175073852,2.258220716,10.981788196,178.430468135,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,231,Sheet metal work manufacturing,Total,227.490865764,0.000685301,0.000663842,0.000021459,50.529970251,1.208544731,1.909313832,37.092798136,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,232,Ornamental and architectural metal work manufacturing,Total,"1,016.758338584",0.003501260,0.003385679,0.000115581,287.795161325,3.955019763,7.384833079,97.764832823,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,233,Power boiler and heat exchanger manufacturing,Total,1.348089558,0.000003653,0.000003521,0.000000132,0.306138535,0.002798921,0.011864905,0.145150332,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,234,Metal tank (heavy gauge) manufacturing,Total,28.603946374,0.000076867,0.000074076,0.000002791,7.428493893,0.120519620,0.214442734,4.196935901,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,235,Metal cans manufacturing,Total,"1,046.596228933",0.001016741,0.000966442,0.000050299,100.330625938,1.038437593,7.177943573,188.452224762,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,236,"Metal barrels, drums and pails manufacturing",Total,113.011181101,0.000261233,0.000251660,0.000009573,16.674223909,0.828684022,0.829609211,13.700463860,OH-09
