DestinationRegion,ProjectName,IndustryCode,IndustryDescription,Output,Employment,Sum of  WageAndSalaryEmployment,Sum of  ProprietorEmployment,Sum of  EmployeeCompensation,Sum of  ProprietorIncome,Sum of  TaxesOnProductionAndImports,Sum of  OtherPropertyIncome
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,122,Footwear manufacturing,740.02,0,0,0,247.62,6.56,13.22,0.22
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,123,Other leather and allied product manufacturing,368.48,0,0,0,118.86,4.22,7.81,0.53
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,124,Sawmills,"32,866.87",0.07,0.06,0.01,"4,858.58",919.13,416.83,"-1,252.57"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,125,Wood preservation,"214,599.85",0.3,0.24,0.05,"21,281.24","4,599.67","3,267.71","-13,181.25"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,126,Veneer and plywood manufacturing,"11,334.76",0.03,0.03,0.01,"2,965.65",543.16,174.37,"-1,106.03"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,127,Engineered wood member and truss manufacturing,"154,318.63",0.4,0.34,0.06,"30,069.90","6,590.03","1,334.58","-4,325.16"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,128,Reconstituted wood product manufacturing,"105,352.79",0.14,0.12,0.02,"10,360.49","2,182.85","1,480.55","-7,048.71"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,129,Wood windows and door manufacturing,"74,065.61",0.25,0.21,0.04,"18,342.07","3,914.58",808.75,"-1,701.40"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,131,"Other millwork, including flooring","44,663.09",0.15,0.13,0.02,"10,414.29","1,835.86",558.51,"-1,651.45"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,132,Wood container and pallet manufacturing,"34,130.72",0.14,0.12,0.02,"9,095.68","1,535.90",313.25,-665.02
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,134,Prefabricated wood building manufacturing,"29,511.77",0.09,0.08,0.01,"6,351.70",996.99,298.87,-864.06
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,135,All other miscellaneous wood product manufacturing,"21,109.62",0.08,0.07,0.01,"5,220.53","1,027.55",231.78,-616.85
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,137,Paper mills,"31,553.94",0.04,0.04,0,"3,819.15",-116.45,589.14,"3,808.17"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,138,Paperboard mills,"1,306.14",0,0,0,142.53,-2.83,28.54,131.01
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,139,Paperboard container manufacturing,"440,280.88",0.72,0.72,0.01,"71,679.02","-2,255.24","8,729.11","31,662.87"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,140,Paper bag and coated and treated paper manufacturing,"27,632.35",0.06,0.06,0,"5,204.42",-181.61,489.54,"2,755.77"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,141,Stationery product manufacturing,"12,879.15",0.03,0.03,0,"2,545.31",-83.91,231.05,444.67
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,142,Sanitary paper product manufacturing,"22,762.30",0.03,0.03,0,"2,430.07",-38.16,469.06,"3,152.29"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,143,All other converted paper product manufacturing,"4,845.35",0.01,0.01,0,810.4,-29.63,92.45,555.76
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,144,Printing,"432,649.15",1.77,1.51,0.26,"136,887.46","4,847.24","7,610.30","94,853.27"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,145,Support activities for printing,"16,326.38",0.1,0.08,0.01,"6,670.31",190.96,265.04,"3,160.79"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,146,Petroleum refineries,"5,914,809.00",0.57,0.55,0.02,"159,759.41","133,272.78","109,337.65","1,206,644.19"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,147,Asphalt paving mixture and block manufacturing,"402,057.71",0.36,0.36,0,"56,142.74","16,597.40","5,197.58","18,479.02"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,148,Asphalt shingle and coating materials manufacturing,"400,169.77",0.26,0.26,0,"37,359.11","25,608.75","9,894.34","98,833.79"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,149,Petroleum lubricating oil and grease manufacturing,"354,760.69",0.22,0.21,0.01,"54,029.76","13,288.66","3,289.53","93,983.93"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,150,All other petroleum and coal products manufacturing,"132,688.59",0.1,0.1,0,"15,405.59","4,942.49","2,368.38","47,202.45"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,151,Petrochemical manufacturing,"30,759.67",0,0,0,867.4,304.18,"1,107.73","10,065.53"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,152,Industrial gas manufacturing,"552,968.66",0.21,0.2,0.02,"123,868.10","22,951.36","12,486.38","144,157.73"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,153,Synthetic dye and pigment manufacturing,"1,988.34",0,0,0,355.83,63.95,56.62,225.47
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,154,Other basic inorganic chemical manufacturing,"17,228.27",0.02,0.02,0,"2,386.36",736.38,568.92,"2,766.95"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,155,Other basic organic chemical manufacturing,"173,916.62",0.08,0.08,0,"13,972.52","1,857.96","4,945.89","20,829.84"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,156,Plastics material and resin manufacturing,"19,767.80",0.01,0.01,0,"1,783.39",464.68,602.43,"1,671.66"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,157,Synthetic rubber manufacturing,13.07,0,0,0,2.05,0.53,0.43,1.35
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,158,Artificial and synthetic fibers and filaments manufacturing,10.56,0,0,0,1.62,0.44,0.29,1.11
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,159,Nitrogenous fertilizer manufacturing,"15,976.98",0.01,0.01,0,"1,130.94",170.78,664.4,"3,500.75"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,160,Phosphatic fertilizer manufacturing,"8,237.55",0.01,0.01,0,830.96,82.98,394.9,"2,050.35"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,161,Fertilizer mixing,"7,311.88",0.01,0.01,0,"1,449.31",197.35,109.56,539.8
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,162,Pesticide and other agricultural chemical manufacturing,"43,097.14",0.02,0.02,0,"2,776.60",513.64,"1,450.71","6,101.37"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,163,Medicinal and botanical manufacturing,"44,439.83",0.04,0.04,0,"12,056.11","2,179.05",771.48,"8,051.67"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,164,Pharmaceutical preparation manufacturing,"532,848.50",0.37,0.36,0.01,"88,840.70","20,952.93","30,322.64","137,292.93"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,165,In-vitro diagnostic substance manufacturing,"11,151.19",0.02,0.02,0,"2,875.44",598.38,260.3,"1,231.56"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,166,Biological product (except diagnostic) manufacturing,"2,840.49",0,0,0,493.33,84.09,96.68,701.97
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,167,Paint and coating manufacturing,"183,201.25",0.19,0.18,0,"24,670.97","6,471.17","5,160.95","27,294.36"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,168,Adhesive manufacturing,"120,073.91",0.15,0.14,0,"20,265.27","3,921.34","2,956.10","16,426.40"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,169,Soap and other detergent manufacturing,"105,251.77",0.09,0.08,0,"9,776.75","3,590.27","3,207.53","16,985.74"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,170,Polish and other sanitation good manufacturing,"43,374.11",0.06,0.06,0,"9,735.69","2,525.99","1,268.64","10,126.28"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,171,Surface active agent manufacturing,"3,220.71",0,0,0,326.54,105.78,96.18,993.81
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,172,Toilet preparation manufacturing,"276,476.64",0.27,0.27,0,"36,142.02","6,549.51","9,082.12","72,986.48"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,173,Printing ink manufacturing,958.76,0,0,0,182.93,49.35,24.97,42.95
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,174,Explosives manufacturing,"6,144.57",0.01,0.01,0,"1,372.94",193.97,132.89,-40.98
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,175,Custom compounding of purchased resins,"28,733.05",0.04,0.04,0,"4,161.91",810.8,672.52,"2,343.84"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,176,Photographic film and chemical manufacturing,"11,122.30",0.01,0.01,0,"1,892.77",276.73,394.9,"2,724.49"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,177,Other miscellaneous chemical product manufacturing,"58,675.36",0.07,0.07,0,"9,019.56","1,970.09","1,750.01","6,003.30"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,178,Plastics packaging materials and unlaminated film and sheet manufacturing,"128,992.38",0.24,0.24,0,"20,326.16",950.84,"1,830.45","10,628.35"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,179,Unlaminated plastics profile shape manufacturing,"53,896.98",0.08,0.08,0,"9,410.05",410.31,479.37,"4,839.19"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,180,Plastics pipe and pipe fitting manufacturing,"205,415.24",0.23,0.23,0,"24,246.99","1,218.62","3,637.03","46,639.21"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,181,"Laminated plastics plate, sheet (except packaging), and shape manufacturing","5,827.20",0.01,0.01,0,"1,519.72",64.13,63.07,965.54
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,182,Polystyrene foam product manufacturing,"26,906.81",0.05,0.05,0,"4,323.20",211.07,335.54,"2,075.24"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,183,Urethane and other foam product (except polystyrene) manufacturing,"88,075.29",0.16,0.16,0,"16,100.47",862.46,"1,100.29","10,724.96"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,184,Plastics bottle manufacturing,"18,475.34",0.03,0.03,0,"3,098.63",149.18,221.5,"1,754.64"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,185,Other plastics product manufacturing,"595,205.35",1.54,1.5,0.03,"138,147.24","5,703.64","7,426.26","47,047.30"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,186,Tire manufacturing,"10,615.98",0.03,0.03,0,"1,916.08",79.51,438.48,632.05
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,187,Rubber and plastics hoses and belting manufacturing,"1,285.76",0,0,0,302.44,17.38,17.14,160.69
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,188,Other rubber product manufacturing,"7,158.78",0.02,0.02,0,"1,780.06",83.12,101.18,511.95
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,189,"Pottery, ceramics, and plumbing fixture manufacturing","155,682.42",0.45,0.42,0.02,"57,929.53","3,076.04","2,500.47","20,596.98"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,190,"Brick, tile, and other structural clay product manufacturing","240,631.85",0.65,0.62,0.03,"67,771.98","3,958.49","5,335.78","37,452.31"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,191,Flat glass manufacturing,"3,559.63",0.01,0.01,0,675.56,34.57,86.46,585.84
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,192,Other pressed and blown glass and glassware manufacturing,"21,805.78",0.06,0.06,0,"5,312.02",248.54,445.49,"2,916.55"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,193,Glass container manufacturing,"20,288.44",0.05,0.05,0,"5,031.58",270.7,530.76,"3,318.41"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,194,Glass product manufacturing made of purchased glass,"49,494.81",0.13,0.12,0.01,"12,017.94",551.29,745.28,"4,700.25"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,195,Cement manufacturing,"488,103.00",0.74,0.71,0.03,"72,049.77","3,798.73","11,999.22","96,595.53"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,196,Ready-mix concrete manufacturing,"3,460,598.00",6.54,6.27,0.27,"697,963.16","31,184.07","73,029.43","368,683.99"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,197,Concrete block and brick manufacturing,"172,385.94",0.34,0.32,0.02,"49,905.99","2,208.69","3,666.67","35,743.46"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,198,Concrete pipe manufacturing,"54,776.46",0.11,0.1,0.01,"16,547.44",522.6,"1,305.76","12,822.42"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,199,Other concrete product manufacturing,"864,787.17",2.64,2.54,0.1,"239,161.32","10,934.70","17,460.62","114,716.68"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,201,Gypsum product manufacturing,"255,218.53",0.31,0.29,0.02,"37,161.77","2,030.59","5,059.07","52,126.30"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,202,Abrasive product manufacturing,"20,427.38",0.06,0.06,0,"5,220.85",335.74,448.44,"4,616.73"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,203,Cut stone and stone product manufacturing,"164,259.62",0.72,0.7,0.02,"55,927.02","2,693.15","3,011.56","11,257.22"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,204,Ground or treated mineral and earth manufacturing,"12,273.70",0.02,0.02,0,"3,074.54",209.58,210.35,"2,561.38"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,205,Mineral wool manufacturing,"128,477.19",0.19,0.18,0.01,"20,926.30","1,513.11","2,745.94","27,214.80"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,206,Miscellaneous nonmetallic mineral products manufacturing,"92,848.80",0.19,0.18,0.01,"17,792.23",651.74,"2,387.52","15,861.47"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,207,Iron and steel mills and ferroalloy manufacturing,"158,707.91",0.08,0.08,0,"10,406.84","2,446.43","2,711.45","2,850.45"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,208,"Iron, steel pipe and tube manufacturing from purchased steel","18,284.26",0.02,0.02,0,"2,210.76",400.76,241.03,299.53
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,209,Rolled steel shape manufacturing,"18,355.03",0.01,0.01,0,"1,553.02",325.28,368.05,794.08
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,210,Steel wire drawing,"12,988.42",0.02,0.02,0,"1,538.80",313.54,180.02,205.66
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,211,Alumina refining and primary aluminum production,225.87,0,0,0,43.89,7.66,3.02,4.89
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,212,Secondary smelting and alloying of aluminum,173.15,0,0,0,14.59,1.98,2.54,2.84
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,213,"Aluminum sheet, plate, and foil manufacturing","4,969.58",0,0,0,482.93,80.6,59.59,50.84
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,214,"Other aluminum rolling, drawing and extruding","2,037.15",0,0,0,341.5,50.56,33.66,36.68
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,215,Nonferrous metal (exc aluminum) smelting and refining,"1,312.14",0,0,0,86.01,18.72,18.7,53.62
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,216,"Copper rolling, drawing, extruding and alloying","60,884.12",0.03,0.03,0,"4,161.36",565.54,839.8,"1,032.13"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,217,"Nonferrous metal, except copper and aluminum, shaping","1,108.58",0,0,0,221,60.15,16.42,21.52
